0 ,679
0 ,678
0 ,677
0 ,676
0 ,675
-77.9 ,674.5
-89.7 ,672
-166.5 ,658.3
-178.2 ,655.2
-189.7 ,652
-263.3 ,625.9
-274.3 ,621.1
-354.1 ,579.3
-364.3 ,573
-427.7 ,527.4
-437 ,519.7
-501.9 ,457.3
-509.9 ,448.4
-558 ,386.9
-564.8 ,376.9
-609.7 ,298.9
-614.9 ,288
-643.9 ,215.5
-647.6 ,204.1
-651.1 ,192.6
-668.9 ,116.6
-670.9 ,104.7
-676.5 ,27
-677.5 ,27
-678.5 ,27
-678.8 ,15
-679 ,3
-679 ,3
-18 ,-678.8
-18 ,-677.8
-18 ,-676.8
-107.7 ,-670.4
-119.6 ,-668.4
-195.5 ,-650.3
-207 ,-646.7
-290.7 ,-613.6
-301.6 ,-608.4
-369.4 ,-569.7
-379.4 ,-563.1
-389.3 ,-556.3
-450.6 ,-507.9
-459.5 ,-499.9
-513.9 ,-443.8
-513.9 ,-443.8
-521.6 ,-434.7
-529.3 ,-425.4
-574.6 ,-361.8
-580.9 ,-351.6
-622.3 ,-271.6
-627 ,-260.5
-651.8 ,-186.6
-656 ,-175.3
-673.4 ,-86.9
-674.9 ,-75
-675 ,3
-676 ,3
-677 ,3
-678 ,3
-6 ,-679
-6 ,-679
-6 ,-678
-6 ,-677
-6 ,-676
72 ,-675.2
83.9 ,-673.8
95.8 ,-672.2
172.3 ,-656.8
183.9 ,-653.6
257.8 ,-628.2
268.8 ,-623.5
279.8 ,-618.7
349 ,-582.4
359.2 ,-576.2
432.3 ,-523.6
441.5 ,-515.8
497.8 ,-461.7
505.9 ,-452.9
561.4 ,-381.9
568.1 ,-371.9
607 ,-304.2
612.3 ,-293.4
617.4 ,-282.6
645.8 ,-209.8
649.4 ,-198.4
667.9 ,-122.5
669.9 ,-110.7
671.8 ,-98.8
676.7 ,-21
677.7 ,-21
678.7 ,-21
678.9 ,-9
678.9 ,-9
12 ,678.9
24 ,678.6
24 ,677.6
24 ,676.6
101.8 ,671.3
113.6 ,669.4
201.2 ,648.5
212.7 ,644.8
285.3 ,616.2
295.7 ,610.1
374.4 ,566.4
384.4 ,559.7
446.1 ,511.9
455.1 ,503.9
463.9 ,495.8
517.8 ,439.3
525.5 ,430
571.4 ,366.9
577.8 ,356.7
584 ,346.4
619 ,276.7
624.7 ,266.1
654.4 ,181.1
657.5 ,169.4
672.6 ,92.8
674.2 ,80.9
674.9 ,-9
675.9 ,-9
676.9 ,-9
677.9 ,-9
0 ,679
